Gene	testCode	geneCaptExon	meanDep	maxDep	minDep	10Xcover	20Xcover	50Xcover	100Xcover	200Xcover	500Xcover	1000Xcover
CYP19A1	C1021	49.5868%	364	422	287	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
IL1RAPL1	C1021,P1021	82.1918%	223	292	147	100.00%	100.00%	100.00%	100.00%	64.17%	0.00%	0.00%
DTX1	C1021	17.5953%	156	225	48	100.00%	100.00%	98.33%	80.83%	25.83%	0.00%	0.00%
WT1	C1021,Lym79,Lym93,H62,H68	100.322%	546	755	189	100.00%	100.00%	100.00%	100.00%	99.23%	69.81%	0.00%
SPEN	C1021	5.44218%	393	547	245	100.00%	100.00%	100.00%	100.00%	100.00%	7.50%	0.00%
SH3PXD2A	C1021,P1021	6.07903%	384	453	303	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
JARID2	C1021	65.5738%	360	447	230	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
OR4A15	C1021,P1021	11.5942%	452	556	316	100.00%	100.00%	100.00%	100.00%	100.00%	34.17%	0.00%
TTF1	C1021	51.0638%	426	507	304	100.00%	100.00%	100.00%	100.00%	100.00%	5.00%	0.00%
FOXO3	C1021	8.56531%	409	498	293	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
MAP2K2	C1021,E59,P1021,E73	100%	464	662	163	100.00%	100.00%	100.00%	100.00%	96.46%	46.62%	0.00%
FOXO1	Lym79,Lym93	11.687%	338	508	151	100.00%	100.00%	100.00%	100.00%	87.83%	4.35%	0.00%
RUNX1T1	C1021	47.8088%	418	519	297	100.00%	100.00%	100.00%	100.00%	100.00%	11.67%	0.00%
TOP1	C1021,P1021	96.3882%	472	649	232	100.00%	100.00%	100.00%	100.00%	100.00%	39.58%	0.00%
CRIPAK	C1021	8.94855%	477	589	323	100.00%	100.00%	100.00%	100.00%	100.00%	37.50%	0.00%
MAP2K4	C1021,P1021	100%	553	723	267	100.00%	100.00%	100.00%	100.00%	100.00%	63.42%	0.00%
TRIM24	C1021	100%	397	443	306	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
SOD2	C1021	41.3793%	311	377	197	100.00%	100.00%	100.00%	100.00%	97.65%	0.00%	0.00%
ELF3	C1021	72.8167%	416	587	251	100.00%	100.00%	100.00%	100.00%	100.00%	16.84%	0.00%
RAD51	C1021	100%	485	669	287	100.00%	100.00%	100.00%	100.00%	100.00%	48.40%	0.00%
ANKRD11	NA	3.41957%	404	509	295	100.00%	100.00%	100.00%	100.00%	100.00%	1.73%	0.00%
WASF3	C1021	32.6087%	278	354	184	100.00%	100.00%	100.00%	100.00%	95.83%	0.00%	0.00%
NAP1L1	C1021	93.0233%	413	498	331	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
FAP	C1021	77.4194%	376	440	286	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
CBR1	C1021	30.4498%	369	430	268	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
CBR3	C1021	26.1708%	398	498	279	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
MLLT3	C1021	16.8794%	457	588	318	100.00%	100.00%	100.00%	100.00%	100.00%	35.29%	0.00%
APEX1	C1021	23.166%	437	575	282	100.00%	100.00%	100.00%	100.00%	100.00%	29.17%	0.00%
ANKRD30B	C1021,P1021	12.3457%	355	427	271	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
SEC31A	C1021	45.4545%	462	572	340	100.00%	100.00%	100.00%	100.00%	100.00%	34.17%	0.00%
RGS3	C1021	28.6396%	337	422	227	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
NRG1	NA	100%	449	518	345	100.00%	100.00%	100.00%	100.00%	100.00%	15.79%	0.00%
TERT	C1021,P1021,E73	15.4799%	244	287	209	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
PLAG1	C1021	9.51626%	408	496	288	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
VHL	C1021,E59,P1021,E73,H41,H62,HE15,FC59,H68,HR14,MC58,H54	100%	523	669	269	100.00%	100.00%	100.00%	100.00%	100.00%	70.85%	0.00%
SMARCB1	C1021,P1021	100%	572	683	261	100.00%	100.00%	100.00%	100.00%	100.00%	87.06%	0.00%
FLCN	C1021,P1021,H41,H62,FC59,H68,HR14,MC58,H54	100%	607	821	314	100.00%	100.00%	100.00%	100.00%	100.00%	89.32%	0.00%
SPOP	C1021	100%	639	834	403	100.00%	100.00%	100.00%	100.00%	100.00%	94.09%	0.00%
SUCLG2	C1021	74.0741%	421	510	314	100.00%	100.00%	100.00%	100.00%	100.00%	10.00%	0.00%
PHF6	C1021,Lym79,Lym93	80.4154%	206	265	133	100.00%	100.00%	100.00%	100.00%	58.82%	0.00%	0.00%
SUCLG1	C1021	56.338%	416	485	295	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
TP53BP1	C1021,P1021	93.75%	437	519	333	100.00%	100.00%	100.00%	100.00%	100.00%	20.00%	0.00%
EPCAM	C1021,E73,H41,H62,HB23,HD31,HG15,HP16,FC59,FH44,H68,HBO28,HC22,HD32,HR14,LS5,MC58,MH43,H54	95.873%	530	864	243	100.00%	100.00%	100.00%	100.00%	100.00%	43.76%	0.00%
C3orf70	C1021	21.544%	360	436	248	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
DIS3L2	C1021	65.2174%	366	448	248	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
AXIN1	C1021	100%	632	852	270	100.00%	100.00%	100.00%	100.00%	100.00%	89.11%	0.00%
CASP1	C1021	44.9438%	517	661	369	100.00%	100.00%	100.00%	100.00%	100.00%	53.33%	0.00%
INSR	NA	59.2308%	392	507	270	100.00%	100.00%	100.00%	100.00%	100.00%	3.46%	0.00%
PIM1	Lym79,Lym93	47.8903%	326	418	184	100.00%	100.00%	100.00%	100.00%	96.05%	0.00%	0.00%
CASP8	C1021,P1021	100%	639	827	331	100.00%	100.00%	100.00%	100.00%	100.00%	88.13%	0.00%
TFDP2	C1021	78.9474%	428	521	334	100.00%	100.00%	100.00%	100.00%	100.00%	13.33%	0.00%
PDK1	C1021,P1021	100%	544	760	351	100.00%	100.00%	100.00%	100.00%	100.00%	56.88%	0.00%
YY1AP1	C1021	79.4702%	489	594	347	100.00%	100.00%	100.00%	100.00%	100.00%	47.50%	0.00%
BCL9	C1021	45.977%	423	513	308	100.00%	100.00%	100.00%	100.00%	100.00%	14.17%	0.00%
C1S	C1021,P1021	75.6824%	616	866	319	100.00%	100.00%	100.00%	100.00%	100.00%	72.00%	0.00%
EMID2	C1021,P1021	97.561%	403	467	336	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
BCL6	Lym79,Lym93	78.2609%	461	675	257	100.00%	100.00%	100.00%	100.00%	100.00%	36.36%	0.00%
ABCC1	C1021	73.4797%	416	560	239	100.00%	100.00%	100.00%	100.00%	100.00%	16.55%	0.00%
BCL3	C1021	63.8298%	266	329	184	100.00%	100.00%	100.00%	100.00%	94.17%	0.00%	0.00%
BCL2	C1021,Lym79,Lym93,P1021	100%	520	668	430	100.00%	100.00%	100.00%	100.00%	100.00%	55.12%	0.00%
BCL2L1	C1021	100%	577	718	335	100.00%	100.00%	100.00%	100.00%	100.00%	93.04%	0.00%
PTGS2	C1021,P1021	41.8118%	399	489	282	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
PTGS1	C1021	33.7079%	329	404	225	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
OR2T4	C1021,P1021	11.4613%	420	472	330	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
ERBB2IP	C1021	7.76197%	407	489	308	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
USH2A	C1021	91.6031%	501	596	368	100.00%	100.00%	100.00%	100.00%	100.00%	54.17%	0.00%
PLK1	C1021	82.7586%	398	493	278	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
MLH3	C1021,P1021,C1021,H62,HD31,H68,HC22,HD32,H54	100%	667	880	229	100.00%	100.00%	100.00%	100.00%	100.00%	87.75%	0.00%
NCOR1	C1021,P1021	102.444%	649	954	284	100.00%	100.00%	100.00%	100.00%	100.00%	86.06%	0.00%
AKT1	C1021,E59,P1021,E73	100%	487	689	229	100.00%	100.00%	100.00%	100.00%	100.00%	52.47%	0.00%
AKT2	C1021,P1021	100%	500	661	262	100.00%	100.00%	100.00%	100.00%	100.00%	63.33%	0.00%
AKT3	C1021,P1021	100%	532	716	263	100.00%	100.00%	100.00%	100.00%	100.00%	69.10%	0.00%
NOTCH4	C1021,P1021	83.8107%	558	829	250	100.00%	100.00%	100.00%	100.00%	100.00%	67.64%	0.00%
NKX2-1	NA	95.937%	515	628	323	100.00%	100.00%	100.00%	100.00%	100.00%	66.03%	0.00%
SERPINB3	C1021	100%	732	995	425	100.00%	100.00%	100.00%	100.00%	100.00%	94.75%	0.00%
MS4A1	C1021,P1021	100%	598	744	256	100.00%	100.00%	100.00%	100.00%	100.00%	77.67%	0.00%
HIST1H2AM	C1021	30.5344%	578	665	432	100.00%	100.00%	100.00%	100.00%	100.00%	85.00%	0.00%
PKD1L2	C1021,P1021	55.0459%	365	461	248	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
RYR1	C1021	55.2995%	364	446	273	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
RYR2	C1021,P1021	88.2353%	481	578	361	100.00%	100.00%	100.00%	100.00%	100.00%	43.33%	0.00%
EIF1AX	P1021	96.7816%	246	300	156	100.00%	100.00%	100.00%	100.00%	93.22%	0.00%	0.00%
NTRK1	C1021,E59,P1021,E73,H62,HE15,FC59,H68,MC58,H54	101.589%	618	812	293	100.00%	100.00%	100.00%	100.00%	100.00%	82.27%	0.00%
WHSC1L1	C1021	58.5366%	418	517	287	100.00%	100.00%	100.00%	100.00%	100.00%	15.83%	0.00%
NTRK3	C1021,P1021	101.429%	478	683	230	100.00%	100.00%	100.00%	100.00%	100.00%	45.86%	0.00%
HSP90AB1	C1021	35.9281%	453	573	308	100.00%	100.00%	100.00%	100.00%	100.00%	30.00%	0.00%
NAV3	C1021,P1021	46.8318%	649	925	285	100.00%	100.00%	100.00%	100.00%	100.00%	77.76%	0.00%
ETS1	C1021	55.5556%	457	584	320	100.00%	100.00%	100.00%	100.00%	100.00%	35.83%	0.00%
MYC	C1021,Lym79,Lym93,P1021	100%	683	844	437	100.00%	100.00%	100.00%	100.00%	100.00%	98.68%	0.00%
RNASEL	C1021	70.987%	695	944	307	100.00%	100.00%	100.00%	100.00%	100.00%	82.12%	0.00%
DDX3X	C1021,Lym93,P1021	100%	243	287	171	100.00%	100.00%	100.00%	100.00%	84.03%	0.00%	0.00%
SUZ12	C1021	100%	512	606	404	100.00%	100.00%	100.00%	100.00%	100.00%	55.14%	0.00%
FAT3	C1021	18.2927%	424	506	297	100.00%	100.00%	100.00%	100.00%	100.00%	4.17%	0.00%
CYP2A13	C1021,P1021	65.9341%	322	396	249	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
CD22	C1021	44.9438%	334	412	250	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
P4HB	C1021,P1021	74.8447%	529	679	277	100.00%	100.00%	100.00%	100.00%	100.00%	62.40%	0.00%
FLI1	C1021	22.6415%	394	488	271	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
POT1	C1021	100%	499	782	242	100.00%	100.00%	100.00%	100.00%	100.00%	54.37%	0.00%
KLHL6	C1021,Lym93	39.7351%	350	431	223	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
CSNK1G3	C1021	51.0638%	397	477	310	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
FASLG	C1021	34.4828%	286	376	165	100.00%	100.00%	100.00%	100.00%	92.50%	0.00%	0.00%
SMAD2	C1021	100%	543	764	246	100.00%	100.00%	100.00%	100.00%	100.00%	69.52%	0.00%
PMS1	C1021,P1021,C1021	100%	678	895	312	100.00%	100.00%	100.00%	100.00%	100.00%	90.43%	0.00%
ATP2B3	C1021	56.6038%	192	236	144	100.00%	100.00%	100.00%	100.00%	36.67%	0.00%	0.00%
PRKDC	C1021,P1021	68.7138%	364	493	227	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
SERPINB4	C1021	100%	715	959	408	100.00%	100.00%	100.00%	100.00%	100.00%	92.37%	0.00%
UBR5	C1021	56.338%	421	511	311	100.00%	100.00%	100.00%	100.00%	100.00%	5.83%	0.00%
KRAS	C1021,DC16,DG11,E59,Lym79,Lym93,P1021,E73	155.965%	701	925	523	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%
SMO	C1021,E59,P1021,E73	95.1354%	533	699	245	100.00%	100.00%	100.00%	100.00%	100.00%	66.39%	0.00%
SOCS1	Lym79,Lym93	94.3396%	570	667	387	100.00%	100.00%	100.00%	100.00%	100.00%	90.68%	0.00%
BRSK1	C1021	75%	402	527	256	100.00%	100.00%	100.00%	100.00%	100.00%	18.33%	0.00%
EIF4G3	C1021	90.2256%	468	544	381	100.00%	100.00%	100.00%	100.00%	100.00%	28.33%	0.00%
MTHFR	C1021	59.2%	388	502	241	100.00%	100.00%	100.00%	100.00%	100.00%	0.90%	0.00%
ROBO3	C1021	76.588%	488	672	215	100.00%	100.00%	100.00%	100.00%	100.00%	54.53%	0.00%
ROBO2	C1021	36.6972%	428	485	324	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
MST1R	NA	100%	587	779	266	100.00%	100.00%	100.00%	100.00%	100.00%	81.79%	0.00%
XIAP	NA	58.209%	186	232	122	100.00%	100.00%	100.00%	100.00%	42.74%	0.00%	0.00%
GSK3B	C1021	61.8557%	402	473	291	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
L3MBTL1	C1021,P1021	78.9474%	383	432	301	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
ROBO1	C1021	38.835%	501	569	400	100.00%	100.00%	100.00%	100.00%	100.00%	55.83%	0.00%
FAT1	C1021,P1021	100%	732	967	340	100.00%	100.00%	100.00%	100.00%	100.00%	98.01%	0.00%
TLR4	C1021	5.30973%	401	482	283	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
FAT4	C1021	6.42398%	396	475	297	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
SIN3A	C1021	42.4028%	312	363	232	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
PSG2	C1021,P1021	47.0588%	323	391	240	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
KDM5A	C1021	99.9409%	623	932	194	100.00%	100.00%	100.00%	100.00%	99.98%	88.17%	0.00%
ACVR2A	C1021	77.4194%	417	518	295	100.00%	100.00%	100.00%	100.00%	100.00%	12.50%	0.00%
RHOT1	C1021	99.1736%	564	686	410	100.00%	100.00%	100.00%	100.00%	100.00%	76.67%	0.00%
ICK	C1021	37.3832%	406	516	265	100.00%	100.00%	100.00%	100.00%	100.00%	5.83%	0.00%
ZNF217	C1021	94.0171%	376	439	274	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
TAF15	C1021	21.3523%	467	622	342	100.00%	100.00%	100.00%	100.00%	100.00%	43.33%	0.00%
HLA-C	NA	69.3855%	890	1141	405	100.00%	100.00%	100.00%	100.00%	100.00%	94.97%	33.68%
HLA-B	NA	66.4804%	594	822	258	100.00%	100.00%	100.00%	100.00%	100.00%	77.76%	0.00%
HLA-A	NA	59.6648%	980	1286	444	100.00%	100.00%	100.00%	100.00%	100.00%	97.05%	35.65%
NFKBIA	NA	100%	447	667	186	100.00%	100.00%	100.00%	100.00%	99.38%	35.42%	0.00%
TRAF2	NA	67.9012%	351	424	244	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
ASMTL	C1021	64.8649%	375	470	262	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
FMN2	C1021,P1021	6.20476%	100	135	70	100.00%	100.00%	100.00%	54.17%	0.00%	0.00%	0.00%
MIOS	C1021	58.5366%	421	514	325	100.00%	100.00%	100.00%	100.00%	100.00%	5.00%	0.00%
DEK	C1021	88.2353%	476	556	369	100.00%	100.00%	100.00%	100.00%	100.00%	35.00%	0.00%
NRXN1	C1021,P1021	15.544%	341	415	238	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
CLTC	C1021	73.1707%	373	457	273	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
DNM2	C1021	47.619%	176	222	115	100.00%	100.00%	100.00%	100.00%	18.33%	0.00%	0.00%
EED	NA	82.0896%	324	382	229	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
ARID4B	C1021	9.92556%	511	608	368	100.00%	100.00%	100.00%	100.00%	100.00%	58.33%	0.00%
FLG	C1021	0.996016%	1048	1451	555	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	55.83%
PLXNB2	C1021	81.6327%	424	542	264	100.00%	100.00%	100.00%	100.00%	100.00%	24.17%	0.00%
EGFL7	NA	94.0171%	290	347	221	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
PREX2	C1021,P1021	76.0814%	379	497	194	100.00%	100.00%	100.00%	100.00%	99.67%	0.00%	0.00%
CHD4	C1021,P1021	68.7715%	437	617	272	100.00%	100.00%	100.00%	100.00%	100.00%	21.67%	0.00%
LRRK2	C1021	77.4194%	417	519	289	100.00%	100.00%	100.00%	100.00%	100.00%	13.33%	0.00%
NR1I2	C1021	64.9402%	402	523	301	100.00%	100.00%	100.00%	100.00%	100.00%	14.72%	0.00%
CHD9	C1021	13.245%	408	501	303	100.00%	100.00%	100.00%	100.00%	100.00%	0.83%	0.00%
CHD8	C1021	31.0881%	471	576	337	100.00%	100.00%	100.00%	100.00%	100.00%	42.50%	0.00%
ASXL2	C1021,P1021	73.1707%	448	513	356	100.00%	100.00%	100.00%	100.00%	100.00%	20.83%	0.00%
THBS2	C1021,P1021	51.0638%	408	483	297	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
SBDS	C1021	59.7015%	391	460	308	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
PIK3R2	C1021,P1021	98.0615%	519	722	127	100.00%	100.00%	100.00%	100.00%	99.43%	63.73%	0.00%
PIK3R1	C1021,P1021	100%	541	795	275	100.00%	100.00%	100.00%	100.00%	100.00%	71.55%	0.00%
DDX5	C1021	29.703%	429	510	338	100.00%	100.00%	100.00%	100.00%	100.00%	6.67%	0.00%
IFNG	C1021	100%	583	706	325	100.00%	100.00%	100.00%	100.00%	100.00%	79.60%	0.00%
CYLD	C1021	100%	591	873	259	100.00%	100.00%	100.00%	100.00%	100.00%	71.58%	0.00%
TSC1	C1021,E59,P1021,E73,H62,HT2,H68	100%	621	869	286	100.00%	100.00%	100.00%	100.00%	100.00%	79.61%	0.00%
TOP2A	C1021	99.1732%	565	815	259	100.00%	100.00%	100.00%	100.00%	100.00%	78.03%	0.00%
SMC1A	C1021	100%	252	319	175	100.00%	100.00%	100.00%	100.00%	86.11%	0.00%	0.00%
SMC1B	C1021	46.332%	376	454	274	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
GRB7	C1021	76.8657%	407	512	280	100.00%	100.00%	100.00%	100.00%	100.00%	6.76%	0.00%
STAG2	C1021,P1021	100%	271	400	61	100.00%	100.00%	100.00%	99.71%	86.41%	0.00%	0.00%
MN1	C1021	6.32108%	473	577	279	100.00%	100.00%	100.00%	100.00%	100.00%	40.59%	0.00%
STAG1	C1021	58.5366%	355	430	241	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
RNF43	C1021,P1021	100%	657	840	239	100.00%	100.00%	100.00%	100.00%	100.00%	88.27%	0.00%
TFE3	C1021	26.7857%	211	350	121	100.00%	100.00%	100.00%	100.00%	41.69%	0.00%	0.00%
HIST1H2BD	C1021	31.4961%	634	744	475	100.00%	100.00%	100.00%	100.00%	100.00%	91.67%	0.00%
RHOH	C1021	20.8333%	398	502	269	100.00%	100.00%	100.00%	100.00%	100.00%	0.83%	0.00%
RECQL	NA	100%	561	775	181	100.00%	100.00%	100.00%	100.00%	99.64%	77.60%	0.00%
RAD21	C1021	70.318%	419	590	223	100.00%	100.00%	100.00%	100.00%	100.00%	7.18%	0.00%
APC	C1021,E59,P1021,E73,H41,H62,HD31,HG15,HP16,FC59,FH44,H68,HC22,HD32,MC58,MH43,H54	100%	707	941	334	100.00%	100.00%	100.00%	100.00%	100.00%	90.78%	0.00%
NQO1	C1021	32.6797%	427	490	335	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
FGF6	C1021	34.6821%	412	504	270	100.00%	100.00%	100.00%	100.00%	100.00%	1.67%	0.00%
RHOA	C1021,Lym79,Lym93,P1021	100%	588	692	483	100.00%	100.00%	100.00%	100.00%	100.00%	95.56%	0.00%
FGF4	C1021	100%	503	664	319	100.00%	100.00%	100.00%	100.00%	100.00%	51.92%	0.00%
FGF3	C1021	100%	552	804	250	100.00%	100.00%	100.00%	100.00%	100.00%	54.63%	0.00%
FAT2	C1021	100%	711	922	280	100.00%	100.00%	100.00%	100.00%	100.00%	95.94%	0.00%
HIST1H2BJ	C1021	31.4961%	450	550	330	100.00%	100.00%	100.00%	100.00%	100.00%	25.00%	0.00%
HIST1H2BK	C1021	31.4961%	606	711	482	100.00%	100.00%	100.00%	100.00%	100.00%	94.17%	0.00%
ETV1	C1021	48.3871%	456	553	337	100.00%	100.00%	100.00%	100.00%	100.00%	25.83%	0.00%
ABCG2	C1021	78.4314%	500	585	384	100.00%	100.00%	100.00%	100.00%	100.00%	56.67%	0.00%
ETV5	C1021	54.0541%	402	473	313	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
TAF1	C1021	62.6632%	261	405	146	100.00%	100.00%	100.00%	100.00%	78.54%	0.00%	0.00%
ETV6	C1021,Lym79,Lym93,P1021	45.1892%	605	817	376	100.00%	100.00%	100.00%	100.00%	100.00%	74.11%	0.00%
MPL	C1021,P1021	100%	546	746	237	100.00%	100.00%	100.00%	100.00%	100.00%	78.70%	0.00%
SDC4	NA	56.4516%	361	447	273	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
HOXD13	C1021	15.3649%	441	531	318	100.00%	100.00%	100.00%	100.00%	100.00%	24.17%	0.00%
TNFAIP3	C1021,Lym79,Lym93	100%	660	921	398	100.00%	100.00%	100.00%	100.00%	100.00%	95.30%	0.00%
CPS1	C1021	61.5385%	480	583	343	100.00%	100.00%	100.00%	100.00%	100.00%	42.50%	0.00%
C15orf23	C1021	87.5598%	523	613	284	100.00%	100.00%	100.00%	100.00%	100.00%	78.14%	0.00%
HECW1	C1021,P1021	70.5882%	391	455	265	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
CIITA	C1021	7.26832%	294	357	199	100.00%	100.00%	100.00%	100.00%	99.17%	0.00%	0.00%
WNT5A	C1021	47.8088%	390	448	310	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
KDM5C	C1021	100%	323	463	139	100.00%	100.00%	100.00%	100.00%	97.24%	0.00%	0.00%
FAM5C	C1021,P1021	10.7431%	456	562	338	100.00%	100.00%	100.00%	100.00%	100.00%	34.17%	0.00%
RANBP2	C1021	10.2669%	409	594	213	100.00%	100.00%	100.00%	100.00%	100.00%	10.33%	0.00%
ARHGAP29	C1021	51.5021%	403	473	305	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
HIST1H3D	NA	29.1971%	469	562	302	100.00%	100.00%	100.00%	100.00%	100.00%	40.00%	0.00%
LATS2	NA	65.5738%	417	484	350	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
RECQL4	C1021	101.293%	628	810	40	100.00%	100.00%	99.97%	99.97%	99.97%	88.75%	0.00%
EPHA7	C1021,Lym79,Lym93	27.7778%	422	549	265	100.00%	100.00%	100.00%	100.00%	100.00%	16.67%	0.00%
EPHA5	C1021,P1021	99.5825%	617	880	266	100.00%	100.00%	100.00%	100.00%	100.00%	85.25%	0.00%
EPHA4	C1021	18.0723%	467	561	348	100.00%	100.00%	100.00%	100.00%	100.00%	40.83%	0.00%
EPHA3	C1021,P1021	100%	596	902	293	100.00%	100.00%	100.00%	100.00%	100.00%	79.76%	0.00%
EPHA2	C1021,P1021	100%	572	810	231	100.00%	100.00%	100.00%	100.00%	100.00%	73.78%	0.00%
EPHA1	C1021	42.5532%	390	454	290	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
MUTYH	C1021,H41,H62,HB23,HD31,HE15,FC59,FH44,H68,HBO28,HC22,HD32,MC58,MH43,H54	100%	604	839	379	100.00%	100.00%	100.00%	100.00%	100.00%	89.08%	0.00%
ABL1	C1021,P1021	100%	677	903	202	100.00%	100.00%	100.00%	100.00%	100.00%	92.10%	0.00%
MUC5B	C1021,P1021	100%	439	524	335	100.00%	100.00%	100.00%	100.00%	100.00%	16.07%	0.00%
ABL2	C1021,P1021	63.4164%	554	901	80	100.00%	100.00%	100.00%	99.32%	98.18%	56.62%	0.00%
IKZF1	C1021,Lym79,Lym93	100%	663	840	316	100.00%	100.00%	100.00%	100.00%	100.00%	93.70%	0.00%
NCOR2	C1021,P1021	84.4595%	554	652	337	100.00%	100.00%	100.00%	100.00%	100.00%	78.57%	0.00%
IKZF3	C1021	17.0455%	418	507	313	100.00%	100.00%	100.00%	100.00%	100.00%	5.00%	0.00%
IKZF2	C1021	16.5517%	406	488	293	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
FZD1	C1021	6.17284%	422	519	267	100.00%	100.00%	100.00%	100.00%	100.00%	17.50%	0.00%
TNN	C1021,P1021	45.4545%	467	578	337	100.00%	100.00%	100.00%	100.00%	100.00%	38.33%	0.00%
GATA1	NA	58.5284%	245	324	160	100.00%	100.00%	100.00%	100.00%	79.75%	0.00%	0.00%
DCC	C1021	86.3309%	359	424	275	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
PRKCB	C1021	86.3309%	442	546	279	100.00%	100.00%	100.00%	100.00%	100.00%	30.00%	0.00%
BCL10	NA	36.4341%	359	471	247	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
POLD1	C1021,H41,H62,HD31,FC59,FH44,H68,HC22,HD32,MC58,MH43,H54	99.6089%	546	842	232	100.00%	100.00%	100.00%	100.00%	100.00%	65.51%	0.00%
FGF19	NA	100%	587	812	299	100.00%	100.00%	100.00%	100.00%	100.00%	71.25%	0.00%
MAPK1	C1021,P1021	99.446%	535	781	236	100.00%	100.00%	100.00%	100.00%	100.00%	51.66%	0.00%
KDM6A	C1021,P1021	100%	308	495	140	100.00%	100.00%	100.00%	100.00%	90.93%	0.00%	0.00%
NBN	C1021,H41,H62,HB23,FC59,FH44,H68,HBO28,HPro6,MC58,MH43,H54	100%	577	883	283	100.00%	100.00%	100.00%	100.00%	100.00%	73.30%	0.00%
PABPC1	C1021	100%	517	601	391	100.00%	100.00%	100.00%	100.00%	100.00%	64.96%	0.00%
ADAM29	C1021	4.87211%	505	614	397	100.00%	100.00%	100.00%	100.00%	100.00%	57.50%	0.00%
FGF12	NA	56.7839%	344	410	267	100.00%	100.00%	100.00%	100.00%	100.00%	0.00%	0.00%
FGF10	C1021	60.6061%	464	555	357	100.00%	100.00%	100.00%	100.00%	100.00%	25.83%	0.00%
